Date,Time,Network,Content Type,Sent by,Post,Impressions,Potential Reach,Engagement Rate (per Impression),Engagements,Likes,Comments,Shares,Click-Through Rate,Post Link Clicks,Other Post Clicks,Post Clicks (All),Post Media Clicks,Post Hashtag Clicks,Post Detail Expand Clicks,Profile Clicks,Other Engagements,Follows from Post,Unfollows from Post,Media Views
17/12/2018,8:00 AM,Twitter,Photo, ,"#MondayMotivation
Follow your passion, live your best life! https://t.co/aOL2FU1VJN","2,623","227,928",1.41%,37,9,0,10,0.04%,1,17,18,10,0,5,2,0,0,0,10
17/12/2018,2:00 PM,Twitter,Photo, ,Get regular returns on your investments with our mutual funds. Call 01 280 1266 or email assetmanagement@stanbicibtc.com to get started. #NeverStopInvesting https://t.co/it3rVdYo0J,"3,212","229,393",2.37%,76,10,2,12,0.06%,2,50,52,27,1,18,4,0,0,0,27
16/12/2018,1:19 PM,Twitter,Photo, ,"Gifts are important, but great gifts are importanter. Ever received an xmas gift you didn’t like? Tell us about it. https://t.co/2lKW5bkjEZ","3,680","234,692",1.68%,62,14,2,13,0.05%,2,31,33,18,0,12,1,0,0,0,18
15/12/2018,10:00 AM,Twitter,Photo, ,#SMETip: A pension plan can help attract and retain employees to your business. Help your employees #HappenToLife with a Retirement Savings Account today. Email pensionsolutions@stanbicibtc.com or call 01 271 6000 to get started. https://t.co/1brvLNW7Of,"2,821","229,545",1.38%,39,15,0,15,0,0,9,9,3,0,6,0,0,0,0,3
15/12/2018,2:00 PM,Twitter,Photo, ,"#NaijaLife Wazobia, Betterlife or White, what slang do you use for the 50 naira note? https://t.co/CyvMNohNBq","18,848","355,921",2.18%,410,61,60,20,0.02%,4,265,269,214,6,30,15,0,0,0,214
14/12/2018,9:56 AM,Twitter,Photo, ,"With our Insurance brokers, you’ll get the #BestInsuranceDeals to cover all your assets. Contact us on 01 277 0394 or insurancesolution@stanbicibtc.com to get started. https://t.co/H4ntidCwKz","2,628","233,961",1.48%,39,8,0,10,0,0,21,21,12,0,8,1,0,0,0,12
14/12/2018,2:00 PM,Twitter,Photo, ,When the weekend is finally here! #TGIF https://t.co/IgZnyzBo4d,"2,762","236,239",1.09%,30,6,0,10,0,0,14,14,11,0,2,1,0,0,0,11
14/12/2018,3:45 PM,Twitter,Photo, ,We were at the @nsenigeria CEO Awards and are pleased to say your belief in us got us 5 awards on the night 🏆🏆🏆🏆🏆. These are for you and we promise to #NeverStop #MovingForward https://t.co/NmXX7t7eS4,"4,137","323,251",5.56%,230,41,3,25,0.07%,3,158,161,121,1,32,4,0,0,0,121
13/12/2018,10:26 AM,Twitter,Photo, ,#TuesdayTrivia The reveal. https://t.co/oMk0RK4btD,"2,414","227,517",1.82%,44,5,0,6,0.04%,1,32,33,28,0,3,1,0,0,0,28
13/12/2018,12:55 PM,Twitter,Photo, ,What xmas gift can you get with 5K? https://t.co/u9eI7duKSD,0,"228,361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/12/2018,12:57 PM,Twitter,Photo,Sophia Amuka,What xmas gift can you get with 5K? https://t.co/MElNEwnqbn,"16,290","246,368",2.98%,486,89,86,33,0.03%,5,273,278,177,0,52,44,0,0,1,177
13/12/2018,2:35 PM,Twitter,Text, ,#MoneyTalk It’s now 12 Days until Christmas day.  What are you spending most of your hard-earned money on during this festive season?,"3,536","234,913",4.64%,164,21,4,15,0,0,27,27,0,0,25,2,97,0,0,0
13/12/2018,6:01 PM,Twitter,Photo, ,"Want to know how to go about writing a will? Get all your questions answered today, simply call 01 270 6800 or email SITLAgency@stanbicibtc.com. https://t.co/qksL8EGl2S","2,676","229,259",1.76%,47,11,2,14,0.07%,2,18,20,9,0,8,1,0,0,0,9
12/12/2018,10:59 AM,Twitter,Photo, ,Here’s a summary of the November 2018 PMI: https://t.co/dSCNnQXiwu,"2,939","234,293",2.45%,72,10,2,12,0.17%,5,43,48,35,0,6,2,0,0,0,35
12/12/2018,3:02 PM,Twitter,Text, ,"Hi everyone, we hope you had a fulfilling 2018! No shade, but which of these TV show titles describes the state of your ""akant balance"" this year? #WealthWednesday","2,775","236,623",4.36%,121,11,3,19,0,0,15,15,0,0,13,2,73,0,0,0
12/12/2018,3:10 PM,Twitter,Text, ,"All year long, via our #WealthWednesday series, we gave several tips on planning your finances, so today we’d like to help review the state of those finances in 2018 and plan ahead for 2019.","3,418","236,637",2.43%,83,22,1,27,0,0,33,33,0,2,24,7,0,0,0,0
11/12/2018,10:00 AM,Twitter,Photo, ,#HappenToLife with happiness and peace of mind with our pension managers. Call our gurus on 01 271 6000 or email pensionsolutions@stanbicibtc.com https://t.co/ws69BFObBP,"2,507","234,953",1.76%,44,9,1,16,0,0,18,18,4,0,14,0,0,0,0,4
11/12/2018,2:00 PM,Twitter,Photo, ,"#TuesdayTrivia
Spot the difference. https://t.co/vp89OEOfbD","3,343","229,288",3.62%,121,13,5,10,0.06%,2,91,93,76,1,9,5,0,0,0,76
10/12/2018,9:00 AM,Twitter,Photo, ,"#MotivationMonday
Do not allow your past mistakes weigh you down. Rise and keep #MovingForward. https://t.co/Il5fNPD8jj","2,919","230,410",2.77%,81,20,2,14,0.07%,2,43,45,35,1,7,0,0,0,0,35
10/12/2018,2:00 PM,Twitter,Photo, ,Here are some reasons why you should invest in our mutual funds. Call 01 280 1266 or email assetmanagement@stanbicibtc.com to get started. #NeverStopInvesting https://t.co/LX5D7UWnlL,0,"227,048",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/12/2018,4:33 PM,Twitter,Photo, ,Getting a car is important but insuring it with the #BestInsuranceDeals from us is importanter 😊. https://t.co/jjxo6l9NvP,0,"227,056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/12/2018,4:42 PM,Twitter,Photo, ,Getting a car is important but insuring it with the #BestInsuranceDeals from us is importanter 😊. #Importanter https://t.co/ZeTIIHR6uE,"3,461","234,225",2.40%,83,17,5,17,0,0,43,43,21,2,16,4,0,0,0,21
08/12/2018,10:00 AM,Twitter,Photo, ,Managing your transactions is now as easy as ABC with  #APPyness. Visit your App store to download. https://t.co/YksiGCoKgo,"2,280","229,348",2.54%,58,10,3,14,0,0,31,31,16,1,10,4,0,0,0,16
08/12/2018,1:00 PM,Twitter,Photo, ,#InterpretThis in your language. #NaijaLife https://t.co/5NDRf4pLWM,"3,711","232,503",2.53%,94,20,10,16,0,0,48,48,38,0,7,3,0,0,0,38
07/12/2018,9:00 AM,Twitter,Photo, ,With N5000 you can give the perfect gift this season. Subscribe for the December FGN Bond auction. Contact us on 01 422 0004 or email stockbroking@stanbicibtc.com to get started. https://t.co/uNYNV0cWIj,"4,145","228,608",3.14%,130,20,17,13,0.05%,2,78,80,51,0,22,5,0,0,0,51
07/12/2018,1:00 PM,Twitter,Photo, ,"Who are you having lunch with? #FoodieFriday
Image credit- Dobbys signature https://t.co/zd2DXBzgUR","3,245","233,885",4.65%,151,12,4,11,0.03%,1,123,124,109,0,9,5,0,0,0,109
06/12/2018,9:00 AM,Twitter,Photo, ,Yes we do have the #BestInsuranceDeals to cover the things that are important to you. Contact 01 277 0394 or insurancesolution@stanbicibtc.com for more information. https://t.co/DBatsMB46a,"2,597","232,636",2.31%,60,15,4,15,0,0,26,26,17,1,4,4,0,0,0,17
06/12/2018,5:00 PM,Twitter,Text, ,What’s on your shopping list for this festive season? How much would it cost? #MoneyTalk,"6,313","229,034",1.17%,74,22,22,10,0,0,20,20,0,3,7,10,0,0,0,0
05/12/2018,1:31 PM,Twitter,Photo, ,"Wow, December is here! Where did the entire year go? 🤔#WealthWednesday https://t.co/Xj5vuGpKYM","4,331","239,933",2.72%,118,18,0,21,0.02%,1,78,79,49,1,23,5,0,0,0,49
04/12/2018,10:00 AM,Twitter,Photo, ,Got questions on how to go about writing a will? Let’s answer them. Please call 01 270 6800 or email SITLAgency@stanbicibtc.com now. https://t.co/o5giWX6Y8z,"2,952","234,404",2.07%,61,12,1,16,0,0,32,32,20,0,9,3,0,0,0,20
04/12/2018,1:00 PM,Twitter,Photo, ,"#TuesdayThoughts
We came up with a few tips to help you spend smart during the festive season. Got any other tips? Kindly share with us. https://t.co/Pp63RNZXHb","2,854","230,016",2.21%,63,13,4,14,0.04%,1,31,32,27,0,4,0,0,0,0,27
03/12/2018,9:00 AM,Twitter,Photo, ,"#MondayMotivation
 “Life is a gift, and it offers us the privilege, opportunity, and responsibility to give something back by becoming more.” – Tony Robbins https://t.co/lQzR7OL8iZ","2,755","232,599",2.72%,75,20,4,15,0,0,36,36,25,0,7,4,0,0,0,25
03/12/2018,2:00 PM,Twitter,Photo, ,"Little drops of water make a mighty ocean: a little cash every now and then, when saved, can become something big over time. Invest them. Call 01 280 1266 or email assetmanagement@stanbicibtc.com to get started. #NeverStopInvesting https://t.co/jo6SDySjdq","3,306","238,986",4.26%,141,11,4,17,0.06%,2,107,109,74,0,26,7,0,0,0,74
03/12/2018,4:51 PM,Twitter,Video,Aramide Salami,We know a few super heroes who don’t wear capes. Here’s to those who inspire us to keep #MovingForward #WorldDisabilityDay https://t.co/ZjzLwMGW5d,"4,156","230,629",1.47%,61,19,1,13,0,0,28,28,18,0,4,6,0,0,0,136
02/12/2018,2:00 PM,Twitter,Photo, ,Be the game-changer of your life; #HappenToLife with a good pension plan. Call 01 271 6000 or send an email to pensionsolution@stanbicibtc.com https://t.co/UAQOmU4WRX,"5,250","348,519",1.28%,67,13,2,16,0.02%,1,35,36,14,0,17,4,0,0,0,14
01/12/2018,7:00 AM,Twitter,Photo, ,Welcome December…we know you come with glad tidings! https://t.co/tgXs8dbotN,"3,680","236,593",2.80%,103,27,5,18,0.03%,1,52,53,40,0,9,3,0,0,0,40
01/12/2018,8:30 AM,Twitter,Photo, ,We have set a bold target to reduce the number of new HIV infections in adolescents and young women by 58% in 13 African countries over the next 5 years. We want you to help us do this. How? #KnowYourStatus #WorldAIDSDay #MoreThanABank https://t.co/zxNijwDww7,"2,449","241,199",2.53%,62,12,0,19,0.08%,2,29,31,15,1,6,7,0,0,0,15
01/12/2018,10:00 AM,Twitter,Photo, ,Help us win the battle. Knowing your status can help prevent the spread of AIDS. The future generations are counting on us. #KnowYourStatus #WorldAIDSDay #MoreThanABank https://t.co/xeuW6cNBSk,"2,151","233,803",1.67%,36,7,0,13,0.05%,1,15,16,3,1,7,4,0,0,0,3
01/12/2018,12:00 PM,Twitter,Photo, ,"According to the UNAIDS, approximately 40% of Nigerians living with HIV are not receiving treatment. Don’t be a statistic, know your HIV status today. #KnowYourStatus #WorldAIDSDay #MoreThanABank https://t.co/leT0OFPyEk","1,940","228,530",1.44%,28,8,0,11,0,0,9,9,8,0,1,0,0,0,0,8
01/12/2018,2:00 PM,Twitter,Photo, ,"Knowledge, they say is power. Join the fight to end the spread of HIV by getting tested today. #KnowYourStatus #WorldAIDSDay #MoreThanABank https://t.co/KxNIfoBS1s","2,191","228,442",1.51%,33,10,0,12,0,0,11,11,8,0,2,1,0,0,0,8
01/12/2018,3:00 PM,Twitter,Text, ,Let's go @NGSuper_Falcons . Bring the glory home. #AWCON2018,"3,414","273,765",1.26%,43,20,0,8,0,0,15,15,0,2,8,5,0,0,0,0
30/11/2018,10:12 AM,Twitter,Photo, ,"With as little as N5000, invest in gifts that can stand the test of time. The December FGN Retail Savings Bond auction is almost here. Contact us on 01 422 0004 or via stockbroking@stanbicibtc.com for more details. https://t.co/PPPxr05IWX","1,704","228,278",3.05%,52,12,7,5,0,0,28,28,20,0,5,3,0,0,0,20
30/11/2018,2:00 PM,Twitter,Photo, ,It’s #Friyay and just a day to the last month of the year. How do you feel about this? 😉 https://t.co/zXJuQmQjhJ,"2,180","235,081",1.51%,33,4,2,4,0,0,23,23,8,1,2,12,0,0,0,8
29/11/2018,10:00 AM,Twitter,Photo, ,"No need for long grammar, get your car covered with the #BestInsuranceDeals from us. Contact us now on 01 277 0394 or insurancesolution@stanbicibtc.com to get started. https://t.co/Wp1QcYvd9X","1,426","230,459",3.72%,53,10,0,8,0,0,35,35,33,1,1,0,0,0,0,33
29/11/2018,1:00 PM,Twitter,Photo, ,"#MoneyTalk What do you spend the bulk of your money on, weekly? https://t.co/FtaOH2IijL",0,"226,796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/11/2018,6:00 PM,Twitter,Photo, ,"#MoneyTalk What do you spend the bulk of your money on, weekly? https://t.co/dsqE5fBPmo","1,743","234,388",3.96%,69,8,3,6,0,0,52,52,47,0,3,2,0,0,0,47
28/11/2018,5:04 PM,Twitter,Photo, ,"Did you know that there is a class of insurance that covers equipments like power generating sets, tractors, excavators, bulldozers?  It is called the ‘’Plant All Risk Insurance’. It covers unforeseen physical loss or damage on plant and machinery. #WealthWednesday https://t.co/SOVqPk7w8G",0,"232,670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/11/2018,5:50 PM,Twitter,Photo, ,"Did you know that there is a class of insurance that covers equipment like power generating sets, tractors, excavators, bulldozers? It is called the ‘’Plant All Risk Insurance’. It covers unforeseen physical loss or damage on plant and machinery. #WealthWednesday https://t.co/ToKwxAxeQT","1,468","235,563",2.11%,31,6,2,10,0,0,13,13,5,0,8,0,0,0,0,5
27/11/2018,10:00 AM,Twitter,Photo, ,"#TuesdayThoughts
The last salary alerts before the festive season have started coming in, have you drawn up a plan to stay financially healthy during the season? https://t.co/V0HdsL0aR5","1,956","235,125",3.63%,71,20,2,12,0.05%,1,36,37,21,1,14,0,0,0,0,21
27/11/2018,3:00 PM,Twitter,Photo, ,"We have the ideal solutions to move your business forward. To find out more, please call 0700 333 3333 or send an email to enterprisedirect@stanbicibtc.com. https://t.co/34yJMlbmCj","1,457","230,817",1.99%,29,10,0,8,0.07%,1,10,11,7,0,3,0,0,0,0,7
26/11/2018,9:00 AM,Twitter,Photo, ,"#MondayMotivation If you want to make a difference, you need to step out of your comfort zone. https://t.co/atXZrgNSXr","1,587","232,686",2.90%,46,10,2,13,0,0,21,21,17,1,1,2,0,0,0,17
26/11/2018,10:59 AM,Twitter,Photo, ,"You have aspirations, we have solutions. 
Together, we can turn your passion to a reality. Follow us to keep #MovingForward https://t.co/oATWfxq8ZX","1,755","231,899",2.91%,51,15,1,11,0,0,24,24,18,2,3,1,0,0,0,18
26/11/2018,1:00 PM,Twitter,Photo, ,"In recognition of our contribution to the financial sector, we have received the 2018 Pearl Awards for sectoral leadership &amp; for highest dividend growth. We dedicate both awards to our loyal customers &amp; dedicated employees who continue to make this possible.  #MovingForward https://t.co/5gy2E9XA9l","3,297","241,517",6.49%,214,42,5,23,0.06%,2,142,144,116,0,22,4,0,0,0,116
26/11/2018,2:45 PM,Twitter,Photo, ,"With our mutual funds, you’ll never have a reason to go broke again. Start today with as little as N5000. #NeverStopInvesting https://t.co/8YLC4jnqIN","3,957","240,115",3.79%,150,28,15,22,0.05%,2,83,85,37,20,22,4,0,0,0,37
23/11/2018,1:44 PM,Twitter,Photo, ,#BlackFriday shopping just got easier with our Debit card. Get one instantly at any of our branches. https://t.co/gpU7MAuTxJ,0,"228,716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/11/2018,4:01 PM,Twitter,Photo, ,"You can only remove one thing from this plate of goodness, which would it be? #FoodieFriday #Friyay

Image credit- Dobbys signature https://t.co/Cbs3i24dA0","13,460","228,361",7.01%,943,70,77,14,0.04%,6,776,782,733,10,28,5,0,0,0,733
22/11/2018,11:29 AM,Twitter,Photo, ,"Brain teaser: Let's see how many people you will get this right. 😎
Which is heavier? A kilo of feathers or a kilo of rocks? 🤔🤗
#Trivia #Teaser https://t.co/cCNcqR1aTT","8,078","229,823",2.97%,240,32,53,13,0.05%,4,137,141,114,2,13,8,0,0,0,114
22/11/2018,2:00 PM,Twitter,Photo, ,"Not having insurance is expensive, as you have no cover in the event of loss. Contact 01 277 0394 or insurancesolution@stanbicibtc.com to get the #BestInsuranceDeals. https://t.co/Y9py3ugIup","2,209","233,567",2.76%,61,12,3,15,0.05%,1,30,31,16,3,8,3,0,0,0,16
22/11/2018,5:30 PM,Twitter,Text, ,"#MoneyTalk
You just won 50 Million Naira and must spend it all in one day, what will you spend it on?","19,244","237,632",3.08%,592,137,286,25,0,0,144,144,0,18,92,34,0,0,0,0
21/11/2018,3:28 PM,Twitter,Photo, ,"World Diabetes Day is celebrated every year on November 14. Today’s edition of #WealthWednesday will focus on ‘Women and Diabetes - right to a healthy future’, as diabetes is the ninth leading cause of death in women globally, causing 21 million deaths each year. https://t.co/5TPomDXlKv","3,372","235,344",2.31%,78,12,2,21,0,0,43,43,11,0,25,7,0,0,0,11
20/11/2018,10:00 AM,Twitter,Photo, ,#PersonalFinanceTip Shopping in advance and in bulk can help you save in the long run. help you achieve savings in the long run. https://t.co/eJeCGhPehj,"2,433","228,458",1.85%,45,17,1,14,0,0,13,13,13,0,0,0,0,0,0,13
20/11/2018,2:00 PM,Twitter,Photo, ,"Leave a Legacee and keep your loved ones happy always. To learn more about #Legacee, please call 01 270 6800 or send an email to legacee@stanbicibtc.com. https://t.co/i6n1rgbfRY","2,686","236,164",1.94%,52,14,0,16,0,0,22,22,16,0,4,2,0,0,0,16
19/11/2018,1:26 PM,Twitter,Photo, ,"#MondayMotivation 
""Our overnight success took 1,000 days."" – Brian Chesky 
👊 to everyone out there working hard day and night to achieve their dreams. #NeverStop #MovingForward https://t.co/UENE7yefJ1","2,768","229,224",3.18%,88,24,3,17,0.04%,1,43,44,30,1,8,4,0,0,0,30
19/11/2018,4:10 PM,Twitter,Photo, ,"Earn bonus interest on your savings with the Max Yield Savings Account.
Call 01 422 2222 or email customercarenigeria@stanbicibtc.com for more information. https://t.co/x3hVAtwFGf","2,918","235,766",1.95%,57,13,2,12,0,0,30,30,21,0,4,5,0,0,0,21
17/11/2018,10:00 AM,Twitter,Photo, ,Still not sure whether to invest in the FGN Bonds? Here are 5 reasons why you should. Call us on 01 422 0004 or email stockbroking@stanbicibtc.com and lets help you get started. https://t.co/hjvXkvzpSs,"3,595","237,161",4.01%,144,15,9,20,0.06%,2,96,98,77,0,15,4,2,2,0,77
17/11/2018,3:51 PM,Twitter,Photo, ,"In #Naija, we have unique names for almost everything. Some really interesting names that we re passed from a generation to the next.
What do you call this? #NaijaLife https://t.co/uJsuHP4Vij","15,517","250,309",4.25%,659,91,90,31,0.07%,11,436,447,345,19,55,17,0,0,0,345
16/11/2018,10:00 AM,Twitter,Photo, ,We’ve made it easier for you to #HappenToLife with our Interactive Voice Response. Dial 01-2716000 and select option 1 on the IVR menu to get started. https://t.co/nckSY52oXE,"2,614","231,461",2.03%,53,10,1,15,0,0,27,27,21,0,1,5,0,0,0,21
16/11/2018,2:00 PM,Twitter,Photo, ,"Hi guys, #TGIF! What are your goals for the #Weekend? https://t.co/EnnC6QSVuF","3,508","234,288",1.68%,59,11,4,14,0,0,30,30,17,0,9,4,0,0,0,17
15/11/2018,10:51 AM,Twitter,Photo, ,The unexpected can happen. Stay ready with the  #BestInsuranceDeals. Call us on 01277 0394 or insurancesolution@stanbicibtc.com. https://t.co/HNjzAK9gI5,"2,290","228,484",1.75%,40,10,0,14,0.04%,1,15,16,11,0,4,0,0,0,0,11
15/11/2018,1:00 PM,Twitter,Text, ,"#MoneyTalk
You have a joint savings account with your spouse and he/she withdraws a large amount of money without checking with you, what will you do?","4,333","227,929",1.25%,54,13,10,13,0.05%,2,16,18,0,1,11,4,0,0,0,0
15/11/2018,2:38 PM,Twitter,Video,Aramide Salami,Watch the video and guess what the next number is. First 3 correct answers stand a chance to win cool prizes. Ts &amp; Cs here- ( https://t.co/HEXekHuY79 ). #HappenToLife https://t.co/3NWLpfN2I6,"7,049","453,968",4.04%,285,80,15,23,0.20%,14,152,166,86,0,52,14,1,1,0,504
14/11/2018,2:00 PM,Twitter,Photo, ,"The holiday season is just around the corner, so we thought to give you a few financial tips to ensure you don’t end the year in debts. 😉 #WealthWednesday https://t.co/KVG6LrC0fz","4,468","237,498",3.98%,178,21,1,25,0.04%,2,129,131,104,0,21,4,0,0,0,104
13/11/2018,10:00 AM,Twitter,Photo, ,"Speak and we’ll understand. For more information, please call 01 422 2222 or send an email to customercarenigeria@stanbicibtc.com https://t.co/B7GZ4ouDO7","2,315","228,834",2.76%,64,13,0,14,0,0,37,37,25,0,10,2,0,0,0,25
13/11/2018,1:26 PM,Twitter,Text, ,"And then more accolades... We added more feathers to our cap at the recently held FMDQ Gold awards.
- Largest Fund Manager (SIAML)
- Capital Markets Securities Origination Primary Market Champion Award and Registration Member (Quotations) Award (SICL).","4,092","243,262",2%,82,17,1,28,0,0,36,36,0,0,29,7,0,0,0,0
13/11/2018,2:00 PM,Twitter,Text, ,When do you start planning for the festive season? #TuesdayThoughts,"2,765","229,101",0.90%,25,10,1,10,0,0,4,4,0,0,1,3,0,0,0,0
