Date,Time,Network,Content Type,Sent by,Link,Post,Impressions,Organic Impressions,Reach,Organic Reach,Engagement Rate (per Impression),Engagement Rate (per Reach),Engagements,Reactions,Likes,Comments,Saves
12/02/2015,3:13 PM,Instagram,Photo, ,https://www.instagram.com/p/zAQmVOSvaI/,#FinancialTip Negotiate your rent. Try to drive a bargain on your rent to bring your costs down.,0,0,0,0,0,0,4,3,3,1,0
12/02/2015,3:53 PM,Instagram,Photo, ,https://www.instagram.com/p/zAVLXpSvRH/,"Nkechi and Chukwuma – Umuahia
We met on 26th NOVEMBER 2013 when he came to do a transaction in Stanbic IBTC Umuahia Branch with his Dad.
We got married on 14th Feburary 2014.
We will celebrate our one year wedding anniversary in a splendid way this Valentine’s.
My sweetheart is my soul mate and he is very special because he encourages me, he is my best friend and he makes me feel special.
My sweetheart is the best! I LOVE HIM! #StanbicLove #Valentinesdaystories",0,0,0,0,0,0,6,5,5,1,0
12/02/2015,5:02 PM,Instagram,Photo, ,https://www.instagram.com/p/zAdJxISve-/,"#ValentineDate Schedule an evening date to catch the sunset, take a walk and get poetic with your love. Put those feelings into words, make your partner know how much love and appreciation you have. Then you can finish it off with the gift you originally planned.",0,0,0,0,0,0,8,8,8,0,0
12/02/2015,5:54 PM,Instagram,Photo, ,https://www.instagram.com/p/zAjDHtSvaB/,"Shedrach and Evelyn – Minna
I met my sweet and pretty wife Evelyn Onuh on a Saturday the 30th of November 2013 which actually was my birthday, I was the best man for my friend whose name is also Shedrach, a colleague. At the event I sighted one of the maids of honour and instantly fell in love with her, she noticed I was watching her and also showed interest. After the wedding we exchanged contacts and we got married one year later. I love her because she means the world to me.",0,0,0,0,0,0,8,7,7,1,0
12/02/2015,8:52 PM,Instagram,Photo, ,https://www.instagram.com/p/zA3dX0Svc6/,"Mike and Jennifer – Port Harcourt
We met on Social media #Facebook to be precise and it was so romantic, magical in fact, the best day of my life.
She is so amazing, wonderful, beautiful, awesome and most definitely the most precious of all precious things.  If #Santa asks me what Christmas gift I want, I'll tell him he can't afford it for she is a gift not just for one Christmas but for all seasons to come.
One of her is more than enough for all lifetime. She gives me a reason to get up every morning, life without her is like words without vowels, you need her to make it complete. She makes caterpillars turn into butterflies and then fly around my tummy. The best part of it is that she is now my beloved wife in whom I am well pleased. #StanbicLove #Valentinesdaystories #feb14 #Romance #Truelove #Nigeria",0,0,0,0,0,0,4,3,3,1,0
11/02/2015,1:47 PM,Instagram,Photo, ,https://www.instagram.com/p/y9h9EXyvTF/,"Enjoy easy access to your bank account, pension and mutual funds via our #MobileApp #StanbicIBTC",0,0,0,0,0,0,11,11,11,0,0
11/02/2015,4:43 PM,Instagram,Photo, ,https://www.instagram.com/p/y92LyISvQW/,"#ValentineDate Write a daily love note from today with one reason why you love your partner. Or to give it a twist, why not make a treasure hunt out of the notes with a gift as the reward?",0,0,0,0,0,0,9,9,9,0,0
11/02/2015,6:47 PM,Instagram,Photo, ,https://www.instagram.com/p/y-ESOXSvVZ/,"This happened today! 
We delivered trainings to some amazing small #business owners and managers in #Lagos today. 
Topics touched on included how to build financial records, making operations cheaper and faster as well as an introduction to a special #SME toolkit. 
We are always helping businesses move forward. #StanbicIBTC",0,0,0,0,0,0,18,17,17,1,0
10/02/2015,12:16 PM,Instagram,Photo, ,https://www.instagram.com/p/y6yvEzyvVX/,#FinancialTip Save now! Don't wait till the last minute to get funding for your project,0,0,0,0,0,0,5,5,5,0,0
10/02/2015,5:14 PM,Instagram,Photo, ,https://www.instagram.com/p/y7U2SVyvVC/,Put up more courage to take on new challenges. #MovingForward,0,0,0,0,0,0,8,7,7,1,0
09/02/2015,11:25 AM,Instagram,Photo, ,https://www.instagram.com/p/y4ILL_yvfu/,"If one wants to eat a frog, one should eat a frog with eggs. #YorubaProverb #MotivationMonday 
Translation - Whatever is what doing is worth doing well.",0,0,0,0,0,0,10,10,10,0,0
08/02/2015,12:32 PM,Instagram,Photo, ,https://www.instagram.com/p/y1q-toSvVc/,#FinancialTip Have a #budget. Spending beyond your limit is dangerous; a budget keeps your spending in check.,0,0,0,0,0,0,14,12,12,2,0
07/02/2015,10:37 AM,Instagram,Photo, ,https://www.instagram.com/p/yy5H8JyvVD/,Do not go beyond your means simply to make a good impression on others. #BeYourself #Weekend,0,0,0,0,0,0,11,11,11,0,0
06/02/2015,11:01 AM,Instagram,Photo, ,https://www.instagram.com/p/ywXD5VSvTr/,"African or continental, which are you? #FoodieFriday",0,0,0,0,0,0,3,3,3,0,0
06/02/2015,8:07 PM,Instagram,Photo, ,https://www.instagram.com/p/yxVf8SyvRR/,"""Stand up for the champions!"" Tonight is a really special one for these incredible staff performers who  have shone really brightly in the past year. 
These ten colleagues have won our annual 'Mark of Excellence' awards and are joined in this picture by Yinka Sanni - the Bank's CEO, Obinnia Abajue - the Executive Director for Personal and Business Banking and Lincoln Mali, the Regional 'PBB' Head for West Africa. #StanbicIBTC #Excellence #MovingForward",0,0,0,0,0,0,12,12,12,0,0
06/02/2015,8:55 PM,Instagram,Photo, ,https://www.instagram.com/p/yxa-TfSvbJ/,"Oh yes, we took a #MarkOfExcellence party #selfie!",0,0,0,0,0,0,8,8,8,0,0
05/02/2015,4:27 PM,Instagram,Photo, ,https://www.instagram.com/p/yuXglKSvVH/,#ThrowbackThursday What was the most cherished toy you ever got as a kid?,0,0,0,0,0,0,7,7,7,0,0
05/02/2015,5:59 PM,Instagram,Photo, ,https://www.instagram.com/p/yuiECTyvVu/,"#FinancialTip Read Ts&Cs. Before you sign up for any financial product, know the interest rate, late payment fees and any other charges.",0,0,0,0,0,0,7,7,7,0,0
04/02/2015,11:50 AM,Instagram,Photo, ,https://www.instagram.com/p/yrTB4kSvbB/,Don't wait for things to happen. Make it happen. #StanbicIBTC,0,0,0,0,0,0,7,7,7,0,0
03/02/2015,10:09 AM,Instagram,Photo, ,https://www.instagram.com/p/yoipWsyvcY/,#FinancialTip Settle your debts. Pay off debts with high-interest rate quickly.,0,0,0,0,0,0,6,6,6,0,0
03/02/2015,4:22 PM,Instagram,Photo, ,https://www.instagram.com/p/ypNVw8SvR8/,"No matter how many times you get knocked down, get back up and keep #MovingForward",0,0,0,0,0,0,8,8,8,0,0
02/02/2015,1:44 PM,Instagram,Photo, ,https://www.instagram.com/p/ymWiZqyvYF/,It’s a new month and another opportunity to achieve the impossible. #MotivationMonday #FreshStart #Opportunity #February,0,0,0,0,0,0,8,6,6,2,0
01/02/2015,10:07 AM,Instagram,Photo, ,https://www.instagram.com/p/yjY3eVSvbh/,Get cashback. Use your Stanbic IBTC card on a Stanbic IBTC POS and get cashback on every purchase. #Weekend,0,0,0,0,0,0,4,4,4,0,0
31/01/2015,12:02 PM,Instagram,Photo, ,https://www.instagram.com/p/yhBS7gSvc4/,What are you doing this weekend? Share with us! #Weekend,0,0,0,0,0,0,6,6,6,0,0
29/01/2015,10:19 AM,Instagram,Photo, ,https://www.instagram.com/p/ybr2_mSvaw/,"Think big. Start small, begin now. #NoTime #MoveForward",0,0,0,0,0,0,12,12,12,0,0
29/01/2015,5:42 PM,Instagram,Photo, ,https://www.instagram.com/p/ycekZ7SvXI/,Picture your dream retirement. Making voluntary contribution to your retirement savings account helps you to achieve your dreams. #FinancialTip,0,0,0,0,0,0,5,5,5,0,0
28/01/2015,5:47 PM,Instagram,Photo, ,https://www.instagram.com/p/yZ6UceSvRu/,"I just got married and needed to get rid of the #furniture from my bachelor days, found the perfect choice online and placed an order, but I made the biggest rookie mistake- I didn’t consult my wife. To rectify this, I cancelled the order but had already paid and it would take a couple of days for me to get reimbursed. Then my wife insisted we go to a #furniture showroom the next day. We found what we liked but when it was time to pay my debit card was declined for insufficient funds, thankfully I had just gotten my wife a Stanbic IBTC credit card which is interest free if paid back within 55 days. Thanks to my wife for saving the day.",0,0,0,0,0,0,5,5,5,0,0
27/01/2015,11:05 AM,Instagram,Photo, ,https://www.instagram.com/p/yWngf0yvbA/,"Problems are not stop signs, they are stepping stones to greatness #MovingFoward",0,0,0,0,0,0,3,3,3,0,0
27/01/2015,4:49 PM,Instagram,Photo, ,https://www.instagram.com/p/yXO5uwSvff/,Review your bank account statement regularly. It helps you keep track of your income and expenditure. #FinancialTip #Income #Expenditure,0,0,0,0,0,0,5,5,5,0,0
27/01/2015,6:46 PM,Instagram,Photo, ,https://www.instagram.com/p/yXcTgNyvYK/,"South Africa Vs Ghana. We would have loved to say may the best team win, but since the best team in Africa isn’t playing…ah well, may one of you win. #AFCON2015",0,0,0,0,0,0,10,7,7,3,0
26/01/2015,10:34 AM,Instagram,Photo, ,https://www.instagram.com/p/yT_NQPyvTb/,"Little drizzles fill the river- #HausaProverb. 
Translation: Don’t stop, keep at it. #MotivationMonday #MoveForward",0,0,0,0,0,0,11,11,11,0,0
25/01/2015,3:26 PM,Instagram,Photo, ,https://www.instagram.com/p/yR705QSvdP/,"Invest wisely. Invest in Stanbic IBTC’s mutual funds and have your money managed by professionals. #FinancialTip #Weekend
www.stanbicibtcassetmanagement.com",0,0,0,0,0,0,9,9,9,0,0
24/01/2015,9:56 AM,Instagram,Photo, ,https://www.instagram.com/p/yOxM6CSveA/,Take time out this weekend to relax after the week’s hustle. #Weekend,0,0,0,0,0,0,12,12,12,0,0
23/01/2015,11:06 AM,Instagram,Photo, ,https://www.instagram.com/p/yMUc1Nyvb6/,It’s yet another Friday. Can you tell us what meal this is? #FoodieFriday,0,0,0,0,0,0,6,6,6,0,0
23/01/2015,5:07 PM,Instagram,Photo, ,https://www.instagram.com/p/yM9wcjSvX3/,"Ghana Vs Algeria & South Africa Vs Senegal t of good football, who is watching #AFCON2015  tonight? Shout out to our guys in Ghana ana, make us proud",0,0,0,0,0,0,6,6,6,0,0
22/01/2015,10:06 AM,Instagram,Photo, ,https://www.instagram.com/p/yJo1WwyvXA/,Develop a single exciting mental picture of where you want to be in five years. #Dreams #Future,0,0,0,0,0,0,8,7,7,1,0
22/01/2015,12:06 PM,Instagram,Photo, ,https://www.instagram.com/p/yJ2i4nSvUD/,"#TODOLIST
1.  Wash my clothes
2.  Watch paint dry
3.  Count sheep
.
.
.
100. Watch Cape Verde V Congo #AFCON2015",0,0,0,0,0,0,6,6,6,0,0
22/01/2015,3:20 PM,Instagram,Photo, ,https://www.instagram.com/p/yKMsmmyvRF/,It’s almost payday! Go pay your debts. #FinancialTip #Payday #Debts,0,0,0,0,0,0,11,10,10,1,0
21/01/2015,4:16 PM,Instagram,Photo, ,https://www.instagram.com/p/yHuWR7yvVq/,"If a tree falls in a forest and no one is there, does it still make a sound? If the reigning champions are not at #AFCON2015........ #JustSaying #Football",0,0,0,0,0,0,10,10,10,0,0
20/01/2015,10:31 AM,Instagram,Photo, ,https://www.instagram.com/p/yEiFE4SvUP/,"A million memories have now been sealed in ink,
A billion dreams now all locked away and stored;
I don’t know what the future has in store for me,
But there is one thing I do know, and that is no matter what, I must
Keep moving forward. #MovingFoward #MoveForward #Dreams",0,0,0,0,0,0,12,12,12,0,0
19/01/2015,10:17 AM,Instagram,Photo, ,https://www.instagram.com/p/yB7oIaSvSP/,The only person you are destined to become is the person you decide to be –Ralph Waldo Emerson. #MotivationMonday #Success,0,0,0,0,0,0,10,10,10,0,0
18/01/2015,1:03 PM,Instagram,Photo, ,https://www.instagram.com/p/x_p1tuyvdT/,"Manage your finances. Having more money won't solve your problems.
#FinancialTip",0,0,0,0,0,0,7,7,7,0,0
17/01/2015,8:44 AM,Instagram,Photo, ,https://www.instagram.com/p/x8nc0vyvRL/,Tag your friend that is getting married. #Weekend #Wedding #Owanbe #Saturday #Marriage,0,0,0,0,0,0,14,11,11,3,0
16/01/2015,10:32 AM,Instagram,Photo, ,https://www.instagram.com/p/x6O-gIyvRM/,What is your go-to-drink in the harmattan weather? #FoodieFriday #Coffee #Tea #Beverage,0,0,0,0,0,0,20,16,16,4,0
15/01/2015,2:44 PM,Instagram,Photo, ,https://www.instagram.com/p/x4HGjPyve4/,"Start saving. Save at least 10% of your salary as soon as you get paid into a Contract save account. If you can’t afford to save 10%, then save what you can. #FinancialTip",0,0,0,0,0,0,3,3,3,0,0
14/01/2015,1:01 PM,Instagram,Photo, ,https://www.instagram.com/p/x1WhoAyvYM/,"#CardDiaries week 16 
One thing that binds my girlfriends and I is our love for fashion - following latest trends and making sure our wardrobe is up to date. We recently travelled to Dubai for #Shopping, it was loads of fun but I was a little disappointed that I didn’t see the perfume I really wanted. On our way back, I was flipping through the duty free magazine when I saw that they had the perfume I desired at a cheaper price.  I was so happy but got sad when I remembered that I didn’t have any cash on me, I spent all the Dirhams I had since I was returning to Nigeria. Then my friends reminded me that I could pay with my Stanbic IBTC debit card with the POS. Yes! I can.",0,0,0,0,0,0,7,7,7,0,0
14/01/2015,5:47 PM,Instagram,Photo, ,https://www.instagram.com/p/x13J4ryvbv/,"Is there a more amazing way to start a new year than to get an award for your excellent performance? 
No, there isn’t! 
It is even more gratifying when the award comes from a body as prestigious as The Nigerian Stock Exchange.Stanbic IBTC Stockbrokers are The Nigerian Stock Exchange’s “Best Dealing Member Firm” for 2014 and the largest stockbroking firm 2 consecutive years. 
It is awesome when our customers trust us implicitly to always move them forward. #MovingForward",0,0,0,0,0,0,19,19,19,0,0
13/01/2015,10:24 AM,Instagram,Photo, ,https://www.instagram.com/p/xyfvjZyvWr/,Do something today that will bring you a step closer to actualizing your dreams #MovingFoward #Dreams,0,0,0,0,0,0,8,8,8,0,0
13/01/2015,3:51 PM,Instagram,Photo, ,https://www.instagram.com/p/xzFJpRyvVO/,Cultivate the habit of saving. A Naira a day saves you from the debts of tomorrow. #FinancialTip #Savings,0,0,0,0,0,0,5,5,5,0,0
12/01/2015,11:01 AM,Instagram,Photo, ,https://www.instagram.com/p/xv_JsYSvRG/,Everyday is a second chance. Choose to be better. #MotivationMonday #SecondChance #Choice #Opportunity,0,0,0,0,0,0,9,9,9,0,0
11/01/2015,4:25 PM,Instagram,Photo, ,https://www.instagram.com/p/xt_eUtSvQY/,#FinancialTip Draw up a will.  Its helps for equitable distribution of your assets and property to persons you wish to leave something for.,0,0,0,0,0,0,7,7,7,0,0
10/01/2015,9:59 AM,Instagram,Photo, ,https://www.instagram.com/p/xqudipyvfX/,"This is a new year. It’s okay to be afraid of failing, you just can’t let it stop you from trying. #Weekend #MoveForward #Believe",0,0,0,0,0,0,10,9,9,1,0
09/01/2015,11:34 AM,Instagram,Photo, ,https://www.instagram.com/p/xoUlfVSvcC/,What do you like to eat your spaghetti with? #FoodieFriday #Spaghetti #Meatballs #Pasta,0,0,0,0,0,0,20,17,17,3,0
08/01/2015,11:08 AM,Instagram,Photo, ,https://www.instagram.com/p/xlsvjVyveP/,"Equip yourself and your team this year with leading productivity tools like iPhones, iPads and MacBooks via www.ideals.com.ng 
Pay conveniently.#iPhone #iPad #MacBooks",0,0,0,0,0,0,7,7,7,0,0
08/01/2015,3:56 PM,Instagram,Photo, ,https://www.instagram.com/p/xmNxs7SvXz/,"Ask Questions. It is important to ask yourself questions before you decide to spend money, especially when it is a big spend. #FinancialTip",0,0,0,0,0,0,8,8,8,0,0
07/01/2015,11:12 AM,Instagram,Photo, ,https://www.instagram.com/p/xjIdWnyvST/,"#CardDiaries week 15

After years of hard work, the first thing I saw on my desk as I resumed at work for the New Year yesterday was a letter. I got a promotion! Now I can afford to buy a new car, my current one has endured years of torture on Nigerian roads. On my way home yesterday, i passed a showroom and saw my dream car in the exact colour and at the exact price I’ve dreamed of, a perfect fit for my desires and my budget. I made enquiries about purchasing it, but the dealer said someone else had booked and would pay in a week, my only recourse was to pay on the spot…easily done with my Stanbic IBTC Platinum card.",0,0,0,0,0,0,11,11,11,0,0
06/01/2015,10:03 AM,Instagram,Photo, ,https://www.instagram.com/p/xgbsNiSvfB/,"Planning helps you manage your business cash flow better by preparing for situations that could result in cash shortage. 
#MovingFoward",0,0,0,0,0,0,6,5,5,1,0
06/01/2015,3:47 PM,Instagram,Photo, ,https://www.instagram.com/p/xhDHdkyvRX/,Get multiple income streams. Invest in a mutual fund or in your side-hustle. #FinancialTip,0,0,0,0,0,0,10,8,8,2,0
05/01/2015,10:12 AM,Instagram,Photo, ,https://www.instagram.com/p/xd3-RMSvYy/,"A palm nut that would become palm oil would need to have a taste of fire #YorubaProverb #MotivationalMonday
Translation: To reach your full potential, you must put in the hard work.",0,0,0,0,0,0,20,18,18,2,0
04/01/2015,10:00 AM,Instagram,Photo, ,https://www.instagram.com/p/xbR0ujyvWZ/,Start on a clean slate. Identify your smallest debts and pay those off quickly. #FinancialTip,0,0,0,0,0,0,7,7,7,0,0
03/01/2015,1:48 PM,Instagram,Photo, ,https://www.instagram.com/p/xZHHMISvSO/,What are your aspirations for this year? #Weekend #Aspirations #NewYear,0,0,0,0,0,0,13,13,13,0,0
02/01/2015,10:41 AM,Instagram,Photo, ,https://www.instagram.com/p/xWM3caSvXV/,"What's your take on Japanese cuisine: Like it, love it or never tried it before? #FoodieFriday",0,0,0,0,0,0,8,7,7,1,0
01/01/2015,10:17 AM,Instagram,Photo, ,https://www.instagram.com/p/xTlXcJSvY7/,Happy New Year from your one-stop financial services partner. #NewYear #NewBeginning,0,0,0,0,0,0,20,19,19,1,0
01/01/2015,5:15 PM,Instagram,Photo, ,https://www.instagram.com/p/xUVPAkSvQr/,Cut back on your expenses. You will need to make some sacrifices in your lifestyle to get out of debt. #FinancialTip,0,0,0,0,0,0,4,4,4,0,0
