Date,Time,Network,Content Type,Sent by,Post,Impressions,Organic Impressions,Engagement Rate (per Impression),Engagements,Reactions,Likes,Comments,Shares,Click-Through Rate,Post Link Clicks,Post Clicks (All),Video Views,Organic Video Views,Poll Votes
14/10/2019,5:30 PM,LinkedIn,Photo,Sophia Amuka,"We have business banking solutions that are just right for you. To learn more, call 0700 333 3333 or email EnterpriseDirect@stanbicibtc.com
","1,204","1,204",1.99%,24,16,16,0,1,0.58%,7,7,0,0,0
13/10/2019,11:00 PM,LinkedIn,Video, ,"We are grateful to be a source of hope and light to the future. It is with gratitude we give back. 
#Together4ALimb #MovingForward 
","1,717","1,717",2.15%,37,24,24,0,0,0.76%,13,13,0,0,0
12/10/2019,10:00 AM,LinkedIn,Photo,Sophia Amuka,"Your role is as important as every other team player’s. Remember, it takes team work to make the dream work. #CareerTip 
","1,302","1,302",1.84%,24,16,16,0,3,0.38%,5,5,0,0,0
12/10/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"The celebration of our 59th year of Independence is a celebration of progress. To nominate your community for a CSI project click here: bit.ly/SIBTCCommunityDrive #StanbicIBTC30at30
",912,912,3.07%,28,15,15,0,3,1.10%,10,10,0,0,0
12/10/2019,5:00 PM,LinkedIn,Photo,Sophia Amuka,"Just got 60 million Naira richer? Now you can get a plan that’s just suitable for your investment needs. To get started, click here: https://lnkd.in/gwCSr8y. 
#NeverStopInvesting.
","2,200","2,200",3.23%,71,19,19,0,3,2.23%,49,49,0,0,0
11/10/2019,12:01 AM,LinkedIn,Photo,Sophia Amuka,"Whatever your dreams are, we can help you work towards them. Email pensionsolution@stanbicibtc.com or call 01 271 6000 now to #HappenToLife .
",821,821,2.56%,21,10,10,0,2,1.10%,9,9,0,0,0
11/10/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"From all of us at Stanbic IBTC, thank you for your loyalty and the opportunity to serve you. Happy #CustomerServiceWeek
","1,946","1,946",4.47%,87,34,34,1,3,2.52%,49,49,0,0,0
11/10/2019,2:21 PM,LinkedIn,Photo, ,"We believe in a society where equal rights can be enjoyed by both genders, we therefore commit to equality for women. #DayOfTheGirl  #MovingForward ","1,582","1,582",2.28%,36,20,20,0,4,0.76%,12,12,0,0,0
11/10/2019,3:50 PM,LinkedIn,Photo, ,"#FlashbackFriday 
Our support of the Nigerian Economic Summit Group (NESG) consultative convergency, continued this year. The event was well attended with a host of delegates who connected, dialogued and proffered intervention solutions for the future of Nigeria. ",957,957,12.12%,116,12,12,0,1,10.76%,103,103,0,0,0
11/10/2019,6:00 PM,LinkedIn,Photo,Sophia Amuka,"It’s Friday!!! Just the perfect time to experience full #APPyness. #TGIF 
","1,279","1,279",2.74%,35,23,23,0,2,0.78%,10,10,0,0,0
10/10/2019,12:23 PM,LinkedIn,Photo,Sophia Amuka,"According to World Health Organization, someone takes their own life every 40 seconds. It's time to give your mental health the attention it deserves. 
#WorldMentalHealthDay 
","1,179","1,179",2.37%,28,11,11,0,4,1.10%,13,13,0,0,0
10/10/2019,5:01 PM,LinkedIn,Photo,Sophia Amuka,"Without you, we wouldn’t exist. You are the fuel that drives us to always do better. Thank you for your continued patronage. Happy #CustomerServiceWeek
","1,479","1,479",3.85%,57,35,35,2,5,1.01%,15,15,0,0,0
10/10/2019,8:00 PM,LinkedIn,Photo,Sophia Amuka,"Another way we help move Nigeria forward. For more information on our project finance offerings, please call 01 422 8855 or email IBenquiries@stanbicibtc.com. #MovingForward
","1,181","1,181",2.79%,33,9,9,0,0,2.03%,24,24,0,0,0
09/10/2019,3:08 PM,LinkedIn,Text, ,"If you have ever wondered what it’s like to experience a flood, we can tell you one thing for sure, it’s not pretty. 
Floods can be scary, especially in the middle of a rain storm. It can also take a toll on your emotions and your finances – especially if your property gets damaged. #WealthWednesday
 ","1,545","1,545",0.65%,10,6,6,0,0,0.26%,4,4,0,0,0
09/10/2019,3:09 PM,LinkedIn,Photo, ,Here are a few tips to protect yourself and your properties this rainy season. #WealthWednesday ,"1,139","1,139",15.28%,174,16,16,0,1,13.78%,157,157,0,0,0
09/10/2019,3:10 PM,LinkedIn,Photo, ,"If yes, do you know if the insurance covers flood? Are you in doubt? Reach out to your insurer or broker to confirm, or contact Stanbic IBTC Insurance Brokers on 01 277 0394 or via email to insurancesolution@stanbicibtc.com and let’s discuss your cover. #WealthWednesday

 ","1,342","1,342",2.31%,31,19,19,0,2,0.75%,10,10,0,0,0
08/10/2019,10:00 AM,LinkedIn,Photo,Sophia Amuka,"#ThoughtsOnTuesday
Language shapes the way we think and how we interact with people. If you had the chance, what language would you like to learn.
",940,940,1.60%,15,8,8,1,1,0.53%,5,5,0,0,0
08/10/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"If you want the best for your community, here’s an opportunity to show it. Nominate them for a CSI project here: bit.ly/SIBTCCommunityDrive #StanbicIBTC30at30
",972,972,1.75%,17,9,9,0,0,0.82%,8,8,0,0,0
08/10/2019,3:36 PM,LinkedIn,Photo,Sophia Amuka,We believe that our customers need to make their transactions with ease. Let the magic happen with *909# and let’s make serving you awesome. Happy #CustomerServiceWeek,671,671,2.68%,18,8,8,0,3,1.04%,7,7,0,0,0
08/10/2019,5:30 PM,LinkedIn,Photo,Sophia Amuka,"When you need to make investment decisions, do you go to bae for advice?
",917,917,2.40%,22,17,17,0,0,0.55%,5,5,0,0,0
07/10/2019,7:30 AM,LinkedIn,Photo,Sophia Amuka,"There is always more than one way to solve a problem, you just need to find it! #MotivationMonday #PowerUpMonday 
","1,524","1,524",3.15%,48,19,19,1,3,1.64%,25,25,0,0,0
07/10/2019,4:48 PM,LinkedIn,Photo,Sophia Amuka,Your smile is the reason why we do all we can to move you forward. We celebrate YOU our customer now and always. Happy #CustomerServiceWeek,"1,082","1,082",3.23%,35,23,23,0,1,1.02%,11,11,0,0,0
07/10/2019,5:30 PM,LinkedIn,Photo,Sophia Amuka,"You can diversify your investments now by investing in the October FGN Bonds. 
Call 01 422 0004 or email stockbroking@stanbicibtc.com for more details.
","1,792","1,792",2.46%,44,24,24,0,1,1.06%,19,19,0,0,0
06/10/2019,5:00 PM,LinkedIn,Photo,Sophia Amuka,"Having a Max Yield Savings account can help you save towards a financial goal. #PersonalFinanceTip
","1,199","1,199",1.75%,21,11,11,2,0,0.67%,8,8,0,0,0
05/10/2019,12:02 PM,LinkedIn,Video, ,You need a game plan to #HappenToLife. Call 01 271 6000 or email pensionsolution@stanbicibtc.com for more details.,"1,928","1,928",0.88%,17,9,9,0,2,0.31%,6,6,1,1,0
05/10/2019,5:00 PM,LinkedIn,Photo,Sophia Amuka,"Create business processes that are easily adaptable especially when your business starts to expand. #SMETip
","1,244","1,244",1.93%,24,15,15,0,1,0.64%,8,8,0,0,0
04/10/2019,9:01 AM,LinkedIn,Photo,Sophia Amuka,"Now is the best time to get a Stanbic IBTC Education Trust in preparation for the next school term. Call 01 270 6800 or email sitlagency@stanbicibtc.com for more details.
","1,289","1,289",2.02%,26,18,18,0,0,0.62%,8,8,0,0,0
04/10/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"What better way to celebrate our Independence Day! #StanbicIBTC30at30 brings you an opportunity to nominate your community. Nominate here: bit.ly/SIBTCCommunityDrive 
",706,706,1.98%,14,4,4,0,0,1.42%,10,10,0,0,0
04/10/2019,5:30 PM,LinkedIn,Photo,Sophia Amuka,"Don’t forget to go along with your card for ease of payment when paying for a movie or getting a snack at the food stand.  
",931,931,1.93%,18,10,10,0,0,0.86%,8,8,0,0,0
03/10/2019,8:39 AM,LinkedIn,Photo,Sophia Amuka,"Enjoy the ease of making payments with our E-Channels. Call 0700 909 909 909 or email CustomerCareNigeria@stanbicibtc.com for more details.
","1,003","1,003",1.79%,18,8,8,0,1,0.90%,9,9,0,0,0
03/10/2019,5:30 PM,LinkedIn,Photo,Sophia Amuka,"We drive the growth of Nigeria and Africa through business and capital project financing. For every mall we finance, up to 2,000 job opportunities are created. Call 01 422 8855 or email ibenquiries@stanbicibtc.com for more details. #MovingForward","2,186","2,186",4.25%,93,30,30,0,1,2.84%,62,62,0,0,0
02/10/2019,2:47 PM,LinkedIn,Photo, ,"There are several reasons to open and fund a pension account, but our most important reason will be to guarantee income for life after retirement. 
#WealthWednesday
 ","1,567","1,567",2.94%,46,23,23,0,1,1.40%,22,22,0,0,0
02/10/2019,2:48 PM,LinkedIn,Photo, ,"If you are a business owner or in paid employment and do not have a funded pension account, here are 3 more reasons to get you started today! 
#WealthWednesday ","1,157","1,157",5.45%,63,9,9,0,1,4.58%,53,53,0,0,0
02/10/2019,2:49 PM,LinkedIn,Photo, ,"The point is when you are younger, you have something older people would love to reclaim - time. One of the best ways to take advantage of that wonderful asset is to start putting money into a pension account now! Call 01-2716000 to get started. 
#WealthWednesday ","1,484","1,484",2.63%,39,22,22,0,2,1.01%,15,15,0,0,0
01/10/2019,9:00 AM,LinkedIn,Photo,Sophia Amuka,"Cheers to 59 years of Independence Nigeria!! May this new year mark a bigger season of unity, prosperity and progress for us all. Happy #IndependenceDay
","1,189","1,189",2.86%,34,22,22,0,1,0.93%,11,11,0,0,0
01/10/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"Researching your market is key. Make use of free materials available online to monitor trends and study the market. Although it is important to study the trends, it is unwise to follow these sheepishly. You need to find a problem and proffer a solution. #SMETip 
",690,690,2.03%,14,4,4,0,0,1.45%,10,10,0,0,0
01/10/2019,1:00 PM,LinkedIn,Photo,Sophia Amuka,"In the spirit of our Independence Day celebration, we are giving you an opportunity to improve your community with a CSI project. Click here: bit.ly/SIBTCCommunityDrive to nominate. #StanbicIBTC30at30 
","1,963","1,963",4.99%,98,35,35,3,5,2.80%,55,55,0,0,0
01/10/2019,6:00 PM,LinkedIn,Photo,Sophia Amuka,"That confidence, knowing that we’ve got you covered. Contact us on 01 277 0394 or email insurancesolution@stanbicibtc.com to get the #BestInsuranceDeals.
",976,976,1.84%,18,13,13,0,1,0.41%,4,4,0,0,0
30/09/2019,7:30 AM,LinkedIn,Photo,Sophia Amuka,"The last quarter of the year is just at the corner. You can do a lot more than you think! #PowerUpMonday #MotivationMonday
","1,350","1,350",2.89%,39,18,18,3,2,1.19%,16,16,0,0,0
30/09/2019,4:21 PM,LinkedIn,Photo, ,"Have you applied? Click this link (https://lnkd.in/dWdPjxF) to participate in the Stanbic IBTC DigiTAP challenge now! Application has now been extended until Saturday, 5 October 2019.","1,884","1,884",6.69%,126,22,22,0,6,5.20%,98,98,0,0,0
30/09/2019,5:00 PM,LinkedIn,Photo,Sophia Amuka,"Start investing today to ensure you live life on the sunny side up. Call 01 280 1266 or email assetmanagement@stanbicibtc.com
#NeverStopInvesting
","1,074","1,074",2.33%,25,15,15,0,1,0.84%,9,9,0,0,0
30/09/2019,6:56 PM,LinkedIn,Photo, ,"Celebrate Independence Day in style, buy airtime with *909# and get 90.9% bonus airtime between 9.09 - 9.39 am and pm. Please note that bonus airtime will be received within 24 hours.","1,230","1,230",3.50%,43,18,18,2,2,1.71%,21,21,0,0,0
28/09/2019,1:00 PM,LinkedIn,Photo,Aramide Salami,Share with us how *909# has bailed you out to stand a chance to win goodies. ,"1,155","1,155",1.90%,22,10,10,2,0,0.87%,10,10,0,0,0
28/09/2019,4:00 PM,LinkedIn,Photo,Sophia Amuka,"Attention to detail is a highly desired skill in many occupations. If you overlook details and make mistakes, you won’t last long. #CareerTip
","2,594","2,594",4.28%,111,48,48,2,1,2.31%,60,60,0,0,0
27/09/2019,5:00 PM,LinkedIn,Photo,Sophia Amuka,"Time to #HappenToLife 
Let’s help you map out the best game plan for the life you want. Email pensionsolution@stanbicibtc.com or visit stanbicibtc.com/pension for more.
","1,528","1,528",2.16%,33,17,17,0,1,0.98%,15,15,0,0,0
26/09/2019,5:30 PM,LinkedIn,Photo,Sophia Amuka,"It’s time to put your wishes down in a Will to avoid family disputes and ensure your loved ones are well taken care of. Please call 01 270 6800 or email SITLAgency@stanbicibtc.com for more information.
","1,556","1,556",2.19%,34,20,20,0,1,0.84%,13,13,0,0,0
26/09/2019,6:21 PM,LinkedIn,Video, ,"Fastest finger!!! ☝🏿
All you need to do is take a screenshot of just the *909# in the video, then post on your timeline and tag us to stand a chance to win a surprise from us.","1,907","1,907",3.51%,67,13,13,1,1,2.73%,52,52,0,0,0
25/09/2019,3:36 PM,LinkedIn,Photo, ,"Today, on our health-focused #WealthWednesday, we will be discussing the Polycystic Ovary Syndrome (PCOS). What is PCOS? #PCOSAwarenessMonth ","1,481","1,481",2.16%,32,19,19,0,2,0.74%,11,11,0,0,0
25/09/2019,3:37 PM,LinkedIn,Photo, ,"Early diagnosis and treatment of PCOS along with weight loss may reduce the risk of long-term complications such as type 2 diabetes and heart disease. #PCOSAwarenessMonth 
#WealthWednesday

 ","1,174","1,174",2.81%,33,7,7,0,0,2.21%,26,26,0,0,0
25/09/2019,3:37 PM,LinkedIn,Photo, ,"PCOS develops during puberty around the time of the first menstrual period though the exact cause is unknown. #PCOSAwarenessMonth 
#WealthWednesday ","1,107","1,107",1.54%,17,6,6,0,0,0.99%,11,11,0,0,0
25/09/2019,3:38 PM,LinkedIn,Text, ,"Treatment of PCOS should focus on managing individual concerns, please do see a Medical Doctor if you have experienced any of these symptoms #PCOSAwarenessMonth
#WealthWednesday","1,605","1,605",0.62%,10,8,8,0,0,0.12%,2,2,0,0,0
25/09/2019,5:30 PM,LinkedIn,Photo,Sophia Amuka,Subscribe for the upcoming October FGN Bonds for as little as N5000. Contact us on 01 422 0004 or email stockbroking@stanbicibtc.com to learn more.,"1,057","1,057",3.22%,34,16,16,0,2,1.51%,16,16,0,0,0
24/09/2019,10:00 AM,LinkedIn,Photo,Sophia Amuka,"Want to do your transactions on the go? Use *909#.
","1,335","1,335",2.70%,36,20,20,0,4,0.90%,12,12,0,0,0
24/09/2019,5:30 PM,LinkedIn,Photo,Sophia Amuka,"We can help you design the retirement of your dreams. #HappenToLife now by calling 01 271 6000 or sending an email to pensionsolution@stanbicibtc.com
",771,771,2.08%,16,11,11,0,0,0.65%,5,5,0,0,0
23/09/2019,8:00 AM,LinkedIn,Photo,Sophia Amuka,"#PowerUpMonday. So go ahead and leave your mark on the world! #MotivationMonday
","1,373","1,373",2.40%,33,16,16,1,2,1.02%,14,14,0,0,0
23/09/2019,5:00 PM,LinkedIn,Photo,Sophia Amuka,"Investing a portion of your income, when you are younger would have a great impact on your finances in the long run. Call us now on  01 280 1266 or send an email to assetmanagement@stanbicibtc.com to get started.
","1,512","1,512",3.51%,53,23,23,0,1,1.92%,29,29,0,0,0
22/09/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"When it comes to growth, we can help your business thrive across Africa. Speak to us on 01 422 8855 or email ibenquiries@stanbicibtc.com to learn more.
","1,294","1,294",2.16%,28,16,16,0,0,0.93%,12,12,0,0,0
21/09/2019,10:00 AM,LinkedIn,Photo,Sophia Amuka,"There is no need to get into a fight, call us now on 01 277 0394 or send an email to insurancesolution@stanbicibtc.com to get the #BestInsuranceDeals. 
","1,642","1,642",3.90%,64,19,19,14,3,1.71%,28,28,0,0,0
21/09/2019,4:00 PM,LinkedIn,Photo,Sophia Amuka,"#Career tip.
Take a job because there are opportunities for your personal and professional growth, not just because of the size of the company.
","4,560","4,560",4.32%,197,88,88,1,3,2.30%,105,105,0,0,0
20/09/2019,10:00 AM,LinkedIn,Photo,Sophia Amuka,"Do you know you can do all these and more with *909#? What are you waiting for? Get dialing.
",941,941,4.36%,41,15,15,0,3,2.44%,23,23,0,0,0
20/09/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"Igniting passion, talent, and togetherness. 
#MovingForward #HiFLStanbicIBTC #HiFL2019","1,045","1,045",1.72%,18,14,14,0,0,0.38%,4,4,0,0,0
20/09/2019,5:00 PM,LinkedIn,Photo,Sophia Amuka,"Get your child #SET up for a rewarding future. Open a Stanbic IBTC Education Trust today. To get started, please call 01 270 6800 or email sitlagency@stanbicibtc.com
","1,245","1,245",2.89%,36,17,17,0,0,1.53%,19,19,0,0,0
19/09/2019,10:00 AM,LinkedIn,Photo,Sophia Amuka,"#ThrowbackThursday
How did you save your money when you were younger? Let us know in the comment section. 
","1,059","1,059",3.02%,32,14,14,1,0,1.61%,17,17,0,0,0
19/09/2019,5:30 PM,LinkedIn,Photo,Sophia Amuka,"Your funds are safe and secure when you invest in the FGN Bonds! Call 01 422 0004 or email stockbroking@stanbicibtc.com to get started.
",725,725,3.31%,24,11,11,4,0,1.24%,9,9,0,0,0
19/09/2019,5:33 PM,LinkedIn,Photo, ,"Are you a digital mind?

Do you have digital hands?

Do you have digital career ambitions and are you a recent graduate in any discipline?

Click the link (https://lnkd.in/dWdPjxF) to join the StanbicIBTC DigiTAP challenge.","3,130","3,130",6.45%,202,51,51,2,13,4.35%,136,136,0,0,0
18/09/2019,10:00 AM,LinkedIn,Photo,Sophia Amuka,"Buy airtime with *909# at 9:09 am/pm and get 9.09% bonus airtime! It’s that easy!
",863,863,2.43%,21,13,13,0,1,0.81%,7,7,0,0,0
18/09/2019,1:00 PM,LinkedIn,Photo,Sophia Amuka,"What are you waiting for?
Send an email to assetmanagement@stanbicibtc.com with your name and phone number and we’ll contact you to discuss the opportunity.  
#WealthWednesday","1,783","1,783",5.50%,98,24,24,0,5,3.87%,69,69,0,0,0
18/09/2019,5:31 PM,LinkedIn,Video, ,"With the Standard Bank West Africa Investors' Conference in its 10th year, we remain committed to finding key opportunities for economic growth on the continent as we connect key investors, analysts and decision makers from across the world.","1,645","1,645",1.64%,27,15,15,0,0,0.73%,12,12,0,0,0
17/09/2019,10:00 AM,LinkedIn,Photo,Aramide Salami,"#ThoughtsOnTuesday
When do you think is the best age to teach your kids about money?
","1,051","1,051",3.04%,32,18,18,1,0,1.24%,13,13,0,0,0
17/09/2019,5:00 PM,LinkedIn,Photo,Aramide Salami,"What ever your insurance needs are, call 01 277 0394 or email Insurancesolution@stanbicibtc.com for the #BestInsuranceDeals
",760,760,1.97%,15,9,9,0,1,0.66%,5,5,0,0,0
17/09/2019,10:07 PM,LinkedIn,Photo,Aramide Salami,"With the Standard Bank West Africa Investors' Conference in its 10th year, we remain committed to finding key opportunities for economic growth on the continent as we connect key investors, analysts and decision makers from across the world.
","1,258","1,258",2.38%,30,17,17,0,1,0.95%,12,12,0,0,0
16/09/2019,7:30 AM,LinkedIn,Photo,Aramide Salami,"#PowerUpMonday 
You won’t get anything done until you get up and do what needs to get done. #MotivationMonday
","1,076","1,076",2.04%,22,15,15,1,1,0.46%,5,5,0,0,0
